tr|A0A346QW33|A0A346QW33_9BBAC	lcl|MH170055.1_prot_AXS01133.1_114	100.000	1066	0	0	1	1066	1	1066	0.0	2217
tr|A0A0C5AQ95|A0A0C5AQ95_9BBAC	lcl|MH170055.1_prot_AXS01133.1_114	99.065	1069	3	2	1	1065	1	1066	0.0	2194
tr|A0A0C5ASD1|A0A0C5ASD1_9BBAC	lcl|MH170055.1_prot_AXS01073.1_54	99.359	312	2	0	155	466	1	312	0.0	659
tr|A0A5C0E3X6|A0A5C0E3X6_9BBAC	lcl|MH170055.1_prot_AXS01020.1_1	100.000	146	0	0	1	146	72	217	2.40e-112	311
tr|A0A0C5AS99|A0A0C5AS99_9BBAC	lcl|MH170055.1_prot_AXS01020.1_1	100.000	248	0	0	1	248	1	248	0.0	521
tr|A0A068FL56|A0A068FL56_9BBAC	lcl|MH170055.1_prot_AXS01020.1_1	98.387	248	4	0	1	248	1	248	0.0	516
tr|A0A068FN38|A0A068FN38_9BBAC	lcl|MH170055.1_prot_AXS01020.1_1	99.597	248	1	0	1	248	1	248	0.0	519
tr|A0A3G1ST95|A0A3G1ST95_9BBAC	lcl|MH170055.1_prot_AXS01020.1_1	100.000	182	0	0	1	182	64	245	3.78e-140	384
tr|Q3ZNV3|Q3ZNV3_9BBAC	lcl|MH170055.1_prot_AXS01020.1_1	100.000	163	0	0	1	163	64	226	1.42e-125	346
tr|A0A0C5AUY2|A0A0C5AUY2_9BBAC	lcl|MH170055.1_prot_AXS01141.1_122	100.000	534	0	0	1	534	1	534	0.0	1099
tr|A0A068FN30|A0A068FN30_9BBAC	lcl|MH170055.1_prot_AXS01033.1_14	99.150	353	3	0	1	353	1	353	0.0	720
tr|A0A0C5AUZ8|A0A0C5AUZ8_9BBAC	lcl|MH170055.1_prot_AXS01167.1_148	93.355	301	4	2	1	301	1	285	0.0	564
tr|A0A0C5AQ64|A0A0C5AQ64_9BBAC	lcl|MH170055.1_prot_AXS01066.1_47	97.802	91	2	0	1	91	1	91	1.95e-66	187
tr|A0A0C5ASD8|A0A0C5ASD8_9BBAC	lcl|MH170055.1_prot_AXS01083.1_64	99.716	705	1	1	1	704	42	746	0.0	1455
tr|A0A346QW67|A0A346QW67_9BBAC	lcl|MH170055.1_prot_AXS01167.1_148	100.000	285	0	0	1	285	1	285	0.0	584
tr|A0A346QVT3|A0A346QVT3_9BBAC	lcl|MH170055.1_prot_AXS01033.1_14	100.000	353	0	0	1	353	1	353	0.0	725
tr|A0A346QVW6|A0A346QVW6_9BBAC	lcl|MH170055.1_prot_AXS01066.1_47	100.000	91	0	0	1	91	1	91	1.88e-67	190
tr|A0A0C5AS30|A0A0C5AS30_9BBAC	lcl|MH170055.1_prot_AXS01069.1_50	100.000	141	0	0	11	151	1	141	7.94e-105	289
tr|A0A346QVW9|A0A346QVW9_9BBAC	lcl|MH170055.1_prot_AXS01069.1_50	100.000	141	0	0	1	141	1	141	2.98e-104	287
tr|A0A0C5AUY4|A0A0C5AUY4_9BBAC	lcl|MH170055.1_prot_AXS01146.1_127	99.364	472	1	1	1	470	1	472	0.0	977
tr|A0A346QW46|A0A346QW46_9BBAC	lcl|MH170055.1_prot_AXS01146.1_127	100.000	472	0	0	1	472	1	472	0.0	989
tr|A0A0C5B309|A0A0C5B309_9BBAC	lcl|MH170055.1_prot_AXS01053.1_34	99.259	540	2	2	1	539	1	539	0.0	1115
tr|A0A068FMA0|A0A068FMA0_9BBAC	lcl|MH170055.1_prot_AXS01029.1_10	100.000	99	0	0	1	99	1	99	4.89e-74	207
tr|A0A0C5AQ93|A0A0C5AQ93_9BBAC	lcl|MH170055.1_prot_AXS01129.1_110	100.000	368	0	0	1	368	1	368	0.0	767
tr|A0A0C5B3A7|A0A0C5B3A7_9BBAC	lcl|MH170055.1_prot_AXS01159.1_140	99.383	162	1	0	1	162	1	162	1.34e-118	325
tr|A0A0C5AS66|A0A0C5AS66_9BBAC	lcl|MH170055.1_prot_AXS01127.1_108	100.000	294	0	0	1	294	1	294	0.0	613
tr|A0A068FTD1|A0A068FTD1_9BBAC	lcl|MH170055.1_prot_AXS01030.1_11	98.824	85	1	0	1	85	1	85	6.60e-55	158
tr|A0A346QVV3|A0A346QVV3_9BBAC	lcl|MH170055.1_prot_AXS01053.1_34	100.000	539	0	0	1	539	1	539	0.0	1130
tr|A0A346QW59|A0A346QW59_9BBAC	lcl|MH170055.1_prot_AXS01159.1_140	100.000	162	0	0	1	162	1	162	2.72e-119	327
tr|A0A346QVY3|A0A346QVY3_9BBAC	lcl|MH170055.1_prot_AXS01083.1_64	100.000	746	0	0	1	746	1	746	0.0	1550
tr|A0A346QVT0|A0A346QVT0_9BBAC	lcl|MH170055.1_prot_AXS01030.1_11	100.000	85	0	0	1	85	1	85	1.67e-55	159
tr|A0A0C5ASG5|A0A0C5ASG5_9BBAC	lcl|MH170055.1_prot_AXS01125.1_105	99.861	718	1	0	1	718	1	718	0.0	1481
tr|A0A0C5AS24|A0A0C5AS24_9BBAC	lcl|MH170055.1_prot_AXS01059.1_40	98.952	1145	9	3	1	1144	1	1143	0.0	2294
tr|A0A346QW25|A0A346QW25_9BBAC	lcl|MH170055.1_prot_AXS01125.1_105	100.000	718	0	0	1	718	1	718	0.0	1482
tr|A0A346QVV6|A0A346QVV6_9BBAC	lcl|MH170055.1_prot_AXS01056.1_37	100.000	286	0	0	1	286	1	286	0.0	586
tr|A0A3G1ST94|A0A3G1ST94_9BBAC	lcl|MH170055.1_prot_AXS01148.1_129	100.000	206	0	0	1	206	370	575	5.51e-150	431
tr|A0A346QVV9|A0A346QVV9_9BBAC	lcl|MH170055.1_prot_AXS01059.1_40	100.000	1143	0	0	1	1143	1	1143	0.0	2326
tr|A0A0C5AS58|A0A0C5AS58_9BBAC	lcl|MH170055.1_prot_AXS01117.1_98	100.000	290	0	0	1	290	1	290	0.0	597
tr|A0A0C5ASH9|A0A0C5ASH9_9BBAC	lcl|MH170055.1_prot_AXS01150.1_131	99.555	674	3	0	1	674	1	674	0.0	1381
tr|A0A346QW50|A0A346QW50_9BBAC	lcl|MH170055.1_prot_AXS01150.1_131	100.000	674	0	0	1	674	1	674	0.0	1387
tr|A0A068FTD5|A0A068FTD5_9BBAC	lcl|MH170055.1_prot_AXS01035.1_16	100.000	196	0	0	1	196	1	196	1.97e-151	410
tr|A0A068FPG0|A0A068FPG0_9BBAC	lcl|MH170055.1_prot_AXS01036.1_17	97.368	152	3	1	1	151	1	152	1.47e-110	303
tr|A0A0C5AUW5|A0A0C5AUW5_9BBAC	lcl|MH170055.1_prot_AXS01106.1_88	99.656	1164	3	1	1	1164	1	1163	0.0	2409
tr|A0A0C5B397|A0A0C5B397_9BBAC	lcl|MH170055.1_prot_AXS01148.1_129	99.534	859	4	0	1	859	1	859	0.0	1774
tr|A0A0C5AS12|A0A0C5AS12_9BBAC	lcl|MH170055.1_prot_AXS01037.1_18	98.701	385	3	1	1	385	1	383	0.0	754
tr|A0A346QW48|A0A346QW48_9BBAC	lcl|MH170055.1_prot_AXS01148.1_129	100.000	859	0	0	1	859	1	859	0.0	1785
tr|A0A346QW06|A0A346QW06_9BBAC	lcl|MH170055.1_prot_AXS01106.1_88	100.000	1163	0	0	1	1163	1	1163	0.0	2417
tr|A0A068FPG2|A0A068FPG2_9BBAC	lcl|MH170055.1_prot_AXS01148.1_129	100.000	209	0	0	1	209	370	578	4.98e-152	436
tr|A0A346QVT6|A0A346QVT6_9BBAC	lcl|MH170055.1_prot_AXS01036.1_17	100.000	152	0	0	1	152	1	152	6.74e-115	315
tr|A0A346QVT7|A0A346QVT7_9BBAC	lcl|MH170055.1_prot_AXS01037.1_18	100.000	383	0	0	1	383	1	383	0.0	765
tr|A0A068FTD6|A0A068FTD6_9BBAC	lcl|MH170055.1_prot_AXS01148.1_129	99.043	209	2	0	1	209	370	578	7.78e-151	433
tr|Q3ZP42|Q3ZP42_9BBAC	lcl|MH170055.1_prot_AXS01148.1_129	100.000	222	0	0	1	222	357	578	3.77e-162	462
tr|A0A0C5AQA2|A0A0C5AQA2_9BBAC	lcl|MH170055.1_prot_AXS01144.1_125	100.000	387	0	0	1	387	1	387	0.0	812
tr|A0A0C5AUX6|A0A0C5AUX6_9BBAC	lcl|MH170055.1_prot_AXS01126.1_107	100.000	191	0	0	1	191	1	191	6.90e-145	394
tr|A0A0C5B339|A0A0C5B339_9BBAC	lcl|MH170055.1_prot_AXS01092.1_73	100.000	541	0	0	1	541	1	541	0.0	1131
tr|A0A0C5ASH0|A0A0C5ASH0_9BBAC	lcl|MH170055.1_prot_AXS01135.1_117	100.000	139	0	0	1	139	1	139	7.88e-103	283
tr|A0A0C5ASG8|A0A0C5ASG8_9BBAC	lcl|MH170055.1_prot_AXS01130.1_112	100.000	85	0	0	1	85	1	85	4.65e-58	166
tr|A0A0C5B372|A0A0C5B372_9BBAC	lcl|MH170055.1_prot_AXS01128.1_109	100.000	103	0	0	1	103	1	103	1.49e-74	209
tr|A0A0C5AS49|A0A0C5AS49_9BBAC	lcl|MH170055.1_prot_AXS01102.1_83	99.462	372	2	0	1	372	1	372	0.0	756
tr|A0A0C5AS15|A0A0C5AS15_9BBAC	lcl|MH170055.1_prot_AXS01042.1_23	98.699	615	5	1	1	612	1	615	0.0	1255
tr|A0A346QVX2|A0A346QVX2_9BBAC	lcl|MH170055.1_prot_AXS01072.1_53	100.000	224	0	0	1	224	1	224	7.27e-173	467
tr|A0A068FL47|A0A068FL47_9BBAC	lcl|MH170055.1_prot_AXS01027.1_8	99.168	481	2	1	1	481	1	479	0.0	995
tr|A0A0C5AS18|A0A0C5AS18_9BBAC	lcl|MH170055.1_prot_AXS01047.1_28	100.000	100	0	0	1	100	1	100	1.52e-62	178
tr|A0A0C5B391|A0A0C5B391_9BBAC	lcl|MH170055.1_prot_AXS01143.1_124	100.000	66	0	0	1	66	1	66	7.96e-45	131
tr|A0A0C5B347|A0A0C5B347_9BBAC	lcl|MH170055.1_prot_AXS01103.1_84	100.000	58	0	0	1	58	1	58	8.45e-31	95.1
tr|A0A0C5B300|A0A0C5B300_9BBAC	lcl|MH170055.1_prot_AXS01043.1_24	99.265	272	2	0	1	272	1	272	0.0	550
tr|A0A346QW24|A0A346QW24_9BBAC	lcl|MH170055.1_prot_AXS01124.1_106	100.000	181	0	0	1	181	1	181	1.34e-132	362
tr|A0A0C5ASB2|A0A0C5ASB2_9BBAC	lcl|MH170055.1_prot_AXS01040.1_21	99.306	432	2	1	1	431	1	432	0.0	877
tr|A0A0C5AUT3|A0A0C5AUT3_9BBAC	lcl|MH170055.1_prot_AXS01041.1_22	97.635	296	0	2	1	295	1	290	0.0	587
tr|A0A0C5AQB7|A0A0C5AQB7_9BBAC	lcl|MH170055.1_prot_AXS01165.1_146	100.000	61	0	0	1	61	17	77	1.08e-41	123
tr|A0A0C5AS03|A0A0C5AS03_9BBAC	lcl|MH170055.1_prot_AXS01022.1_2	99.507	203	0	1	1	202	1	203	4.17e-145	395
tr|A0A0C5ASJ0|A0A0C5ASJ0_9BBAC	lcl|MH170055.1_prot_AXS01166.1_147	99.265	136	0	1	1	136	1	135	3.31e-100	276
tr|A0A0C5ASI7|A0A0C5ASI7_9BBAC	lcl|MH170055.1_prot_AXS01161.1_142	99.760	417	1	0	1	417	1	417	0.0	844
tr|A0A0C5AS27|A0A0C5AS27_9BBAC	lcl|MH170055.1_prot_AXS01064.1_45	99.010	101	1	0	1	101	1	101	8.01e-72	202
tr|A0A0C5AS83|A0A0C5AS83_9BBAC	lcl|MH170055.1_prot_AXS01153.1_134	98.723	470	6	0	25	494	1	470	0.0	979
tr|A0A346QVX9|A0A346QVX9_9BBAC	lcl|MH170055.1_prot_AXS01079.1_60	100.000	701	0	0	1	701	1	701	0.0	1464
tr|A0A346QVU2|A0A346QVU2_9BBAC	lcl|MH170055.1_prot_AXS01042.1_23	100.000	615	0	0	1	615	1	615	0.0	1275
